Id,OverallQual,PropertyAge,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,TotalArea,FullBath,HalfBath,TotalBath,TotRmsAbvGrd,BedroomAbvGr,Neighborhood,MSZoning,BldgType,Remodelled,IsNew,IsPartial,SalePrice
532,6,88,611,751,611,1362,3335,2,0,2,6,3,BrkSide,RM,1Fam,0,0,0,128000
533,5,55,0,827,0,827,1654,1,0,1,5,2,NAmes,RL,1Fam,0,0,0,107500
534,1,61,0,334,0,334,668,1,0,1,2,1,BrkSide,RL,1Fam,0,0,0,39300
535,8,2,707,707,707,1414,3535,2,1,3,6,3,Gilbert,RL,1Fam,1,0,0,178000
536,5,98,1117,820,527,1347,3811,2,0,2,5,3,Edwards,RL,2fmCon,0,0,0,107500
537,7,10,880,880,844,1724,4328,2,1,3,8,3,CollgCr,RL,1Fam,0,0,0,188000
538,4,36,864,864,0,864,2592,1,0,1,5,3,NAmes,RL,1Fam,1,0,0,111250
539,5,38,1051,1159,0,1159,3369,1,1,2,7,3,Sawyer,RL,1Fam,1,0,0,158000
540,8,9,1581,1601,0,1601,4783,3,0,3,6,3,CollgCr,RL,1Fam,0,0,0,272000
541,9,3,1838,1838,0,1838,5514,3,0,3,8,2,Timber,RL,1Fam,1,0,0,315000
542,8,7,969,997,1288,2285,5539,2,1,3,8,4,NoRidge,RL,1Fam,1,0,0,248000
543,7,11,1650,1680,0,1680,5010,3,0,3,7,3,NWAmes,RL,1Fam,0,0,0,213250
544,7,9,723,767,0,767,2257,2,0,2,4,1,NAmes,RH,TwnhsE,1,0,0,133000
545,7,0,654,664,832,1496,3646,3,1,4,7,3,Gilbert,RL,1Fam,1,1,1,179665
546,7,18,1204,1377,806,2183,5570,2,1,3,9,4,NWAmes,RL,1Fam,1,0,0,229000
547,6,84,1065,915,720,1635,4335,1,1,2,6,3,BrkSide,RL,1Fam,0,0,0,210000
548,5,37,768,768,0,768,2304,2,0,2,5,2,Mitchel,RL,1Fam,1,0,0,129500
549,5,53,825,825,0,825,2475,2,0,2,4,2,OldTown,RM,1Fam,0,0,0,125000
550,7,6,912,912,1182,2094,5100,2,1,3,8,4,Somerst,FV,1Fam,0,0,0,263000
551,6,31,1069,1069,0,1069,3207,2,0,2,4,2,NPkVill,RL,TwnhsE,1,0,0,140000
552,5,51,928,928,0,928,2784,1,0,1,5,3,OldTown,RM,1Fam,1,0,0,112500
553,8,3,1709,1717,0,1717,5143,2,0,2,7,3,NridgHt,RL,1Fam,1,0,0,255500
554,4,60,0,1126,0,1126,2252,2,0,2,5,2,Edwards,RL,1Fam,0,0,0,108000
555,7,5,998,1006,1040,2046,5090,3,1,4,8,3,NridgHt,RL,1Fam,0,0,0,284000
556,5,84,993,1048,0,1048,3089,1,0,1,5,2,BrkSide,RM,1Fam,0,0,0,113000
557,5,49,1092,1092,0,1092,3276,2,0,2,6,2,NAmes,RL,1Fam,1,0,0,141000
558,4,86,637,897,439,1336,3309,1,1,2,7,3,IDOTRR,C (all),1Fam,0,0,0,108000
559,7,12,729,729,717,1446,3621,2,2,4,6,3,Gilbert,RL,1Fam,0,0,0,175000
560,7,3,1374,1557,0,1557,4488,2,0,2,7,2,Blmngtn,RL,TwnhsE,0,0,0,234000
561,5,53,1392,1392,0,1392,4176,2,1,3,5,3,Sawyer,RL,1Fam,0,0,0,121500
562,5,32,1389,1389,0,1389,4167,2,0,2,6,2,Mitchel,RL,1Fam,0,0,0,170000
563,5,68,996,996,0,996,2988,2,0,2,6,3,Edwards,RL,1Fam,0,0,0,108000
564,6,90,1163,1163,511,1674,4511,2,0,2,8,4,Edwards,RL,1Fam,0,0,0,185000
565,7,14,1095,1166,1129,2295,5685,3,1,4,9,4,NoRidge,RL,1Fam,0,0,0,268000
566,6,95,806,841,806,1647,4100,2,1,3,6,4,SWISU,RL,1Fam,0,0,0,128000
567,9,3,1122,1134,1370,2504,6130,2,1,3,11,4,StoneBr,RL,1Fam,0,0,0,325000
568,7,6,1517,1535,0,1535,4587,2,0,2,7,3,NridgHt,RL,1Fam,1,0,0,214000
569,8,26,1496,1496,636,2132,5760,2,1,3,5,1,SawyerW,RL,1Fam,0,0,0,316600
570,5,27,943,943,0,943,2829,2,0,2,4,2,NAmes,RL,Duplex,1,0,0,135960
571,5,43,1728,1728,0,1728,5184,2,0,2,10,6,NAmes,RL,Duplex,1,0,0,142600
572,6,47,864,864,0,864,2592,2,0,2,4,2,NAmes,RL,1Fam,1,0,0,120000
573,7,0,846,846,846,1692,4230,2,1,3,6,3,Timber,RL,1Fam,1,1,1,224500
574,7,7,384,774,656,1430,3244,2,1,3,8,3,Gilbert,RL,1Fam,1,0,0,170000
575,5,36,372,576,533,1109,2590,1,1,2,5,3,NAmes,RL,1Fam,0,0,0,139000
576,5,61,832,832,384,1216,3264,1,0,1,6,2,NAmes,RL,1Fam,0,0,0,118500
577,7,81,861,877,600,1477,3815,2,1,3,6,3,SWISU,RL,1Fam,0,0,0,145000
578,5,40,1164,1320,0,1320,3804,2,0,2,6,3,Sawyer,RL,1Fam,1,0,0,164500
579,7,1,689,703,689,1392,3473,2,0,2,5,2,Somerst,FV,TwnhsE,1,0,0,146000
580,5,54,1050,1050,745,1795,4640,2,0,2,7,4,OldTown,RM,1Fam,1,0,0,131500
581,6,47,1144,1429,0,1429,4002,1,1,2,7,3,NAmes,RL,1Fam,0,0,0,181900
582,8,1,2042,2042,0,2042,6126,2,1,3,8,3,NridgHt,RL,1Fam,0,0,1,253293
583,6,17,816,816,0,816,2448,2,0,2,5,3,Edwards,RL,Duplex,1,0,0,118500
584,10,115,1237,1521,1254,2775,6787,3,1,4,9,3,OldTown,RM,1Fam,0,0,0,325000
585,4,74,884,989,584,1573,4030,1,0,1,6,3,BrkSide,RM,1Fam,0,0,0,133000
586,8,1,1868,2028,0,2028,5924,3,0,3,7,2,Timber,RL,1Fam,0,0,1,369900
587,6,90,816,838,0,838,2492,2,0,2,5,2,BrkSide,RL,1Fam,0,0,0,130000
588,5,27,840,860,0,860,2560,2,0,2,4,2,Sawyer,RL,1Fam,1,0,0,137000
589,5,41,1437,1473,0,1473,4383,3,0,3,5,1,ClearCr,RL,1Fam,0,0,1,143000
590,5,78,742,779,0,935,2456,1,0,1,4,2,BrkSide,RM,1Fam,0,0,0,79500
591,7,4,770,770,812,1582,3934,2,1,3,6,3,CollgCr,RL,1Fam,1,0,0,185900
592,10,1,1722,1728,568,2296,6314,3,1,4,10,3,NridgHt,RL,1Fam,1,0,0,451950
593,5,26,816,816,0,816,2448,2,0,2,4,2,Mitchel,RL,1Fam,0,0,0,138000
594,6,6,848,848,0,848,2544,2,0,2,4,1,CollgCr,RM,TwnhsE,1,0,0,140000
595,5,33,924,924,0,924,2772,1,0,1,5,3,CollgCr,RL,1Fam,1,0,0,110000
596,8,1,1814,1826,0,1826,5466,3,0,3,7,3,StoneBr,RL,1Fam,0,0,1,319000
597,6,96,684,684,684,1368,3420,1,0,1,7,3,OldTown,RM,1Fam,0,0,0,114504
598,7,1,1258,1402,0,1402,4062,0,4,4,7,2,Blmngtn,RL,TwnhsE,0,0,1,194201
599,5,29,1430,1647,0,1647,4724,3,0,3,7,3,Crawfor,RL,1Fam,1,0,0,217500
600,6,28,716,716,840,1556,3828,3,1,4,6,3,Blueste,RM,Twnhs,1,0,0,151000
601,8,1,1058,1058,846,1904,4866,3,1,4,8,3,NridgHt,RL,1Fam,1,0,0,275000
602,6,70,780,780,595,1375,3530,1,1,2,6,3,IDOTRR,RM,1Fam,0,0,0,141000
603,8,14,908,927,988,1915,4738,3,1,4,8,3,SawyerW,RL,1Fam,1,0,0,220000
604,7,6,600,600,600,1200,3000,2,1,3,4,2,Somerst,FV,TwnhsE,0,0,0,151000
605,7,6,1494,1494,0,1494,4482,3,0,3,6,3,CollgCr,RL,1Fam,1,0,0,221000
606,7,44,768,1186,800,1986,4740,2,1,3,7,3,NAmes,RL,1Fam,0,0,0,205000
607,5,13,1040,1040,0,1040,3120,2,0,2,6,3,CollgCr,RL,1Fam,1,0,0,152000
608,5,58,896,1112,896,2008,4912,4,0,4,8,3,Edwards,RL,1Fam,0,0,0,225000
609,8,73,965,1940,1254,3194,7353,2,1,3,10,4,Crawfor,RL,1Fam,0,0,0,359100
610,4,46,1029,1029,0,1029,3087,2,0,2,5,3,Sawyer,RL,1Fam,1,0,0,118500
611,9,9,1440,1476,677,2153,5746,3,1,4,8,3,CollgCr,RL,1Fam,1,0,0,313000
612,6,29,1032,1032,0,1032,3096,2,1,3,6,3,NWAmes,RL,1Fam,1,0,0,148000
613,8,8,1299,1299,573,1872,5043,3,1,4,7,3,CollgCr,RL,1Fam,1,0,0,261500
614,5,0,1120,1120,0,1120,3360,1,0,1,6,3,Mitchel,RL,1Fam,1,1,1,147000
615,4,38,630,630,0,630,1890,2,0,2,3,1,MeadowV,RM,TwnhsE,1,0,0,75500
616,6,47,936,1054,0,1054,3044,2,0,2,6,3,NAmes,RL,1Fam,1,0,0,137500
617,6,4,783,807,702,1509,3801,3,1,4,7,3,Gilbert,RL,1Fam,0,0,0,183200
618,6,54,832,832,0,832,2496,1,0,1,4,2,NAmes,RL,1Fam,1,0,0,105500
619,9,0,1822,1828,0,1828,5478,2,0,2,9,3,NridgHt,RL,1Fam,1,1,1,314813
620,8,5,1482,1482,780,2262,6006,3,1,4,10,4,Timber,RL,1Fam,1,0,0,305000
621,3,94,864,864,0,864,2592,2,0,2,5,2,Edwards,RL,1Fam,0,0,0,67000
622,6,34,1522,1548,1066,2614,6750,2,1,3,9,4,NWAmes,RL,1Fam,0,0,0,240000
623,5,32,980,980,0,980,2940,1,0,1,6,3,Sawyer,RL,1Fam,1,0,0,135000
624,6,7,756,756,756,1512,3780,2,1,3,4,2,Somerst,FV,TwnhsE,1,0,0,168500
625,6,34,732,1012,778,1790,4312,2,2,4,8,4,NWAmes,RL,1Fam,1,0,0,165150
626,6,48,1116,1116,0,1116,3348,1,1,2,5,3,NAmes,RL,1Fam,1,0,0,160000
627,5,47,978,1422,0,1422,3822,1,0,1,6,3,NAmes,RL,1Fam,0,0,0,139900
628,6,55,1156,1520,0,1520,4196,2,0,2,7,3,NAmes,RL,1Fam,0,0,0,153000
629,5,38,1040,1040,1040,2080,5200,1,3,4,9,5,NAmes,RL,1Fam,1,0,0,135000
630,6,44,1248,1350,0,1350,3948,2,1,3,6,3,NAmes,RL,1Fam,1,0,0,168500
631,5,126,636,1089,661,1750,4136,1,0,1,8,3,OldTown,RM,1Fam,0,0,0,124000
632,8,1,1554,1554,0,1554,4662,2,0,2,6,2,NridgHt,RL,Twnhs,1,0,0,209500
633,7,32,1386,1411,0,1411,4208,2,0,2,6,3,NWAmes,RL,1Fam,1,0,0,82500
634,5,53,1056,1056,0,1056,3168,1,1,2,6,3,NAmes,RL,1Fam,0,0,0,139400
635,6,30,1056,1056,0,1056,3168,2,0,2,4,0,OldTown,RL,Duplex,1,0,0,144000
636,6,93,1440,1440,1440,3395,7715,2,0,2,14,8,SWISU,RH,2fmCon,0,0,0,200000
637,2,73,264,800,0,800,1864,1,0,1,4,1,BrkSide,RM,1Fam,0,0,0,60000
638,5,55,811,811,576,1387,3585,2,0,2,7,3,OldTown,RM,2fmCon,1,0,0,93000
639,5,98,796,796,0,796,2388,1,0,1,4,2,Edwards,RL,1Fam,0,0,0,85000
640,8,0,1520,1567,0,1567,4654,3,0,3,7,1,Blmngtn,RL,TwnhsE,1,1,1,264561
641,8,5,1518,1518,0,1518,4554,1,1,2,6,1,NridgHt,RL,TwnhsE,0,0,0,274000
642,7,6,1057,1057,872,1929,4915,3,1,4,7,3,Somerst,FV,1Fam,1,0,0,226000
643,8,37,1952,2000,704,2704,7360,3,1,4,9,4,NAmes,RL,1Fam,0,0,0,345000
644,5,38,780,780,840,1620,4020,2,1,3,7,4,NWAmes,RL,1Fam,1,0,0,152000
645,9,0,1766,1766,0,1766,5298,3,1,4,7,2,Somerst,FV,1Fam,1,1,1,370878
646,6,36,981,981,0,981,2943,2,1,3,5,3,NAmes,RL,1Fam,1,0,0,143250
647,5,58,0,1048,0,1048,2096,1,0,1,7,3,NAmes,RL,1Fam,1,0,0,98300
648,6,55,1094,1094,0,1094,3282,1,0,1,5,3,Edwards,RL,1Fam,1,0,0,155000
649,6,44,756,1051,788,1839,4434,1,1,2,7,4,NAmes,RL,1Fam,1,0,0,155000
650,4,37,630,630,0,630,1890,2,0,2,3,1,MeadowV,RM,Twnhs,1,0,0,84500
651,7,1,813,822,843,1665,4143,2,1,3,7,3,Somerst,FV,1Fam,1,0,0,205950
652,4,69,755,755,755,1510,3775,2,0,2,7,4,Edwards,RL,1Fam,0,0,0,108000
653,7,13,880,909,807,1716,4312,2,1,3,7,2,CollgCr,RL,1Fam,1,0,0,191000
654,6,102,756,756,713,1469,3694,1,0,1,7,3,IDOTRR,RM,1Fam,0,0,0,135000
655,8,13,2109,2113,0,2113,6335,3,1,4,7,2,NoRidge,RL,1Fam,1,0,0,350000
656,6,39,525,525,567,1092,2709,1,1,2,6,3,BrDale,RM,Twnhs,1,0,0,88000
657,5,49,1053,1053,0,1053,3159,2,1,3,5,3,NAmes,RL,1Fam,0,0,0,145500
658,7,77,776,851,651,1502,3780,1,1,2,6,3,Crawfor,RL,1Fam,0,0,0,149000
659,6,62,912,912,546,1458,3828,1,1,2,6,3,NAmes,RL,1Fam,0,0,0,97500
660,5,45,1486,1486,0,1486,4458,2,0,2,7,3,Edwards,RL,1Fam,0,0,0,167000
661,7,31,793,1142,793,1935,4663,2,1,3,7,3,NWAmes,RL,1Fam,1,0,0,197900
662,8,15,1629,1686,762,2448,6525,3,1,4,8,4,NoRidge,RL,1Fam,0,0,0,402000
663,6,41,1392,1392,0,1392,4176,2,0,2,5,2,NAmes,RL,1Fam,1,0,0,110000
664,4,36,1138,1181,0,1181,3500,3,0,3,6,3,Edwards,RL,1Fam,1,0,0,137500
665,8,1,2077,2097,0,2097,6271,2,1,3,8,1,Somerst,RL,1Fam,0,0,1,423000
666,8,6,1406,1454,482,1936,5278,2,1,3,7,3,Gilbert,RL,1Fam,1,0,0,230500
667,6,42,1021,1465,915,2380,5781,2,1,3,7,3,NAmes,RL,1Fam,0,0,0,129000
668,6,14,1408,1679,0,1679,4766,3,0,3,7,3,SawyerW,RL,1Fam,0,0,0,193500
669,5,50,1188,1437,0,1437,4062,2,1,3,6,3,Sawyer,RL,1Fam,0,0,0,168000
670,4,84,700,1180,0,1180,3060,1,0,1,5,2,Crawfor,RL,1Fam,0,0,0,137500
671,6,4,738,738,738,1476,3690,3,1,4,7,3,CollgCr,RL,1Fam,1,0,0,173500
672,6,84,672,697,672,1369,3410,3,0,3,6,3,Edwards,RH,1Fam,0,0,0,103600
673,6,29,1208,1208,0,1208,3624,2,1,3,6,3,Veenker,RL,1Fam,1,0,0,165000
674,6,50,1477,1839,0,1839,5155,3,0,3,7,3,Crawfor,RL,1Fam,0,0,0,257500
675,6,43,1136,1136,0,1136,3408,2,0,2,5,3,NAmes,RL,1Fam,1,0,0,140000
676,6,31,855,855,586,1441,3737,2,1,3,7,3,NPkVill,RL,Twnhs,1,0,0,148500
677,4,106,1095,1095,679,1774,4643,3,0,3,8,4,OldTown,RM,1Fam,0,0,0,87000
678,5,85,768,792,0,792,2352,1,0,1,5,2,OldTown,RL,1Fam,0,0,0,109500
679,8,1,2046,2046,0,2046,6138,2,1,3,7,3,StoneBr,RL,1Fam,1,0,1,372500
680,5,46,988,988,0,988,2964,2,0,2,5,3,Sawyer,RL,1Fam,1,0,0,128500
681,6,30,923,923,0,923,2769,2,0,2,5,2,SawyerW,RL,TwnhsE,1,0,0,143000
682,5,77,793,848,672,1520,3833,1,0,1,6,3,SWISU,RH,1Fam,0,0,0,159434
683,6,12,1291,1291,0,1291,3873,2,0,2,6,2,ClearCr,RL,1Fam,0,0,0,173000
684,9,5,1626,1668,0,1668,4962,3,0,3,7,3,CollgCr,RL,1Fam,1,0,0,285000
685,7,12,1195,1195,644,1839,4873,2,1,3,7,4,NoRidge,RL,1Fam,1,0,0,221000
686,7,23,1190,1190,900,2090,5370,3,0,3,6,3,StoneBr,RL,TwnhsE,1,0,0,207500
687,7,0,874,874,887,1761,4396,3,0,3,7,3,Somerst,FV,1Fam,1,1,1,227875
688,7,3,551,551,551,1102,2755,2,1,3,4,2,Somerst,FV,TwnhsE,1,0,0,148800
689,8,0,1419,1419,0,1419,4257,3,0,3,7,2,StoneBr,RL,1Fam,1,1,1,392000
690,6,2,1362,1362,0,1362,4086,2,0,2,6,2,NridgHt,RL,TwnhsE,0,0,0,194700
691,6,4,848,848,0,848,2544,2,0,2,3,1,CollgCr,RM,TwnhsE,1,0,0,141000
692,10,13,2444,2444,1872,4316,11076,3,2,5,10,4,NoRidge,RL,1Fam,0,0,0,755000
693,7,17,1210,1238,1281,2519,6248,3,1,4,9,4,Timber,RL,1Fam,0,0,0,335000
694,5,85,1073,1073,0,1073,3219,1,0,1,4,2,OldTown,RL,1Fam,0,0,0,108480
695,5,73,927,1067,472,1539,4005,1,1,2,5,3,BrkSide,RM,1Fam,0,0,0,141500
696,6,19,1112,1137,0,1137,3386,3,0,3,5,2,Timber,RL,1Fam,1,0,0,176000
697,5,85,616,616,0,616,1848,1,0,1,4,2,BrkSide,RM,1Fam,0,0,0,89000
698,5,54,980,1148,0,1148,3276,1,1,2,6,2,Edwards,RL,1Fam,1,0,0,123500
699,5,45,894,894,0,894,2682,2,0,2,5,3,Sawyer,RL,1Fam,0,0,0,138500
700,7,4,1391,1391,0,1391,4173,2,0,2,5,2,Somerst,FV,TwnhsE,1,0,0,196000
701,8,4,1800,1800,0,1800,5400,3,0,3,7,3,Timber,RL,1Fam,1,0,0,312500
702,7,37,1164,1164,0,1164,3492,1,1,2,6,3,NWAmes,RL,1Fam,1,0,0,140000
703,8,0,1234,1264,1312,2576,6386,2,1,3,10,4,StoneBr,RL,1Fam,1,1,1,361919
704,5,110,360,1032,780,1812,3984,2,0,2,8,4,OldTown,RM,2fmCon,0,0,0,140000
705,7,6,1473,1484,0,1484,4441,3,0,3,7,3,CollgCr,RL,1Fam,0,0,0,213000
706,4,80,0,372,720,1092,2184,2,0,2,7,3,IDOTRR,RM,2fmCon,0,0,0,55000
707,7,36,1643,1824,0,1824,5291,3,0,3,5,2,ClearCr,RL,1Fam,0,0,0,302000
708,8,3,1324,1324,0,1324,3972,3,0,3,6,2,NridgHt,RL,TwnhsE,1,0,0,254000
709,7,0,728,728,728,1456,3640,2,1,3,8,3,Gilbert,RL,1Fam,1,1,1,179540
710,5,42,876,904,0,904,2684,1,0,1,6,3,Sawyer,RL,1Fam,1,0,0,109900
711,3,73,270,729,0,729,1728,1,0,1,5,2,BrkSide,RL,1Fam,0,0,0,52000
712,4,110,859,859,319,1178,3215,1,0,1,7,2,IDOTRR,C (all),1Fam,0,0,0,102776
713,8,20,1228,1228,0,1228,3684,3,0,3,5,2,StoneBr,RL,TwnhsE,0,0,0,189000
714,4,36,960,960,0,960,2880,2,0,2,6,3,BrkSide,RL,2fmCon,1,0,0,129000
715,6,34,725,725,754,1479,3683,2,1,3,6,3,Sawyer,RL,1Fam,0,0,0,130500
716,6,35,1064,1350,0,1350,3764,2,0,2,7,3,NWAmes,RL,1Fam,1,0,0,165000
717,7,117,718,1576,978,2554,5826,1,1,2,8,3,OldTown,RM,1Fam,0,0,0,159500
718,5,35,1176,1178,0,1178,3532,1,2,3,5,3,NWAmes,RL,1Fam,0,0,0,157000
719,7,15,1311,1325,1093,2418,6147,3,1,4,9,3,NoRidge,RL,1Fam,0,0,0,341000
720,5,37,971,971,0,971,2913,1,1,2,5,3,CollgCr,RL,1Fam,1,0,0,128500
721,8,21,1742,1742,0,1742,5226,3,0,3,5,2,StoneBr,RL,1Fam,1,0,0,275000
722,6,6,848,848,0,848,2544,2,0,2,3,1,CollgCr,RM,TwnhsE,1,0,0,143000
723,4,39,864,864,0,864,2592,1,0,1,5,3,NAmes,RL,1Fam,1,0,0,124500
724,4,54,941,997,473,1470,3881,2,0,2,7,4,Edwards,RL,1Fam,0,0,0,135000
725,9,2,1698,1698,0,1698,5094,3,0,3,8,3,Edwards,RL,1Fam,0,0,0,320000
726,4,39,864,864,0,864,2592,1,0,1,5,3,NAmes,RL,1Fam,1,0,0,120500
727,6,21,880,1680,0,1680,4240,3,0,3,5,3,Crawfor,RL,1Fam,0,0,0,222000
728,7,2,1232,1232,0,1232,3696,3,0,3,6,2,CollgCr,RL,1Fam,1,0,0,194500
729,5,51,1584,1776,0,1776,5136,3,0,3,9,4,NAmes,RL,Duplex,1,0,0,110000
730,4,84,780,848,0,1208,2836,1,0,1,5,2,IDOTRR,RM,1Fam,0,0,0,103000
731,8,15,1595,1616,0,1616,4827,3,0,3,5,2,StoneBr,RL,TwnhsE,0,0,0,236500
732,7,4,868,1146,0,1146,3160,3,0,3,6,3,Timber,RL,1Fam,1,0,0,187500
733,7,10,1153,1153,878,2031,5215,2,1,3,8,3,CollgCr,RL,1Fam,0,0,0,222500
734,5,48,864,1144,0,1144,3152,2,0,2,6,3,Sawyer,RL,1Fam,0,0,0,131400
735,5,39,948,948,0,948,2844,1,0,1,6,3,Sawyer,RL,1Fam,1,0,0,108000
736,7,92,880,880,888,1768,4416,1,1,2,6,2,OldTown,RM,1Fam,0,0,0,163000
737,3,56,0,1040,0,1040,2080,2,0,2,6,2,NAmes,RL,Duplex,1,0,0,93500
738,8,1,893,901,900,1801,4495,2,1,3,8,3,Gilbert,RL,1Fam,1,0,0,239900
739,5,22,1200,1200,0,1200,3600,6,0,6,5,3,Edwards,RL,Duplex,0,0,0,179000
740,7,5,864,864,864,1728,4320,2,1,3,7,3,CollgCr,RL,1Fam,1,0,0,190000
741,5,97,264,768,664,1432,3128,2,0,2,7,2,OldTown,RM,1Fam,0,0,0,132000
742,6,47,912,912,0,912,2736,2,1,3,5,3,Sawyer,RL,1Fam,0,0,0,142000
743,7,7,1349,1349,0,1349,4047,2,0,2,6,3,SawyerW,RL,1Fam,0,0,0,179000
744,5,46,520,1464,0,1464,3448,2,1,3,6,3,Sawyer,RL,1Fam,0,0,0,175000
745,8,15,1337,1337,0,1337,4011,3,0,3,5,2,StoneBr,RL,TwnhsE,1,0,0,180000
746,8,32,1142,1175,1540,2715,6572,3,2,5,11,4,NWAmes,RL,1Fam,0,0,0,299800
747,7,9,952,980,1276,2256,5464,2,1,3,8,4,Gilbert,RL,1Fam,1,0,0,236000
748,7,129,1240,1320,1320,2640,6520,1,1,2,8,4,OldTown,RM,1Fam,0,0,0,265979
749,7,14,1720,1720,0,1720,5160,3,0,3,7,3,NoRidge,RL,1Fam,1,0,0,260400
750,4,64,0,1088,441,1529,3058,2,0,2,9,4,Edwards,RL,1Fam,0,0,0,98000
751,4,100,576,792,348,1140,2856,1,0,1,7,3,OldTown,RM,1Fam,0,0,0,96500
752,7,4,660,660,660,1320,3300,2,1,3,6,3,Gilbert,RL,1Fam,1,0,0,162000
753,6,9,1479,1494,0,1494,4467,3,0,3,6,3,CollgCr,RL,1Fam,1,0,0,217000
754,8,1,1030,1038,1060,2098,5226,2,1,3,8,3,NridgHt,RL,1Fam,1,0,0,275500
755,6,40,1026,1026,0,1026,3078,2,0,2,5,3,NAmes,RL,1Fam,0,0,0,156000
756,6,10,729,742,729,1471,3671,2,1,3,6,3,Somerst,FV,TwnhsE,1,0,0,172500
757,8,2,866,866,902,1768,4402,2,1,3,7,3,CollgCr,RL,1Fam,1,0,0,212000
758,6,32,672,672,714,1386,3444,2,1,3,6,3,Sawyer,RL,1Fam,1,0,0,158900
759,7,9,744,757,744,1501,3746,2,1,3,6,3,Somerst,FV,Twnhs,1,0,0,179400
760,8,12,1318,1328,1203,2531,6380,2,1,3,9,4,NoRidge,RL,1Fam,1,0,0,290000
761,6,50,864,864,0,864,2592,1,0,1,5,2,NAmes,RL,1Fam,1,0,0,127500
762,5,85,1145,1301,0,1301,3747,1,0,1,5,2,BrkSide,RM,1Fam,0,0,0,100000
763,7,1,756,764,783,1547,3850,2,1,3,7,3,Somerst,FV,1Fam,1,0,0,215200
764,8,10,1252,1268,1097,2365,5982,3,1,4,8,3,NoRidge,RL,1Fam,1,0,0,337000
765,8,11,1494,1494,0,1494,4482,2,1,3,6,2,Veenker,RL,TwnhsE,0,0,0,270000
766,9,0,1498,1506,0,1506,4510,2,0,2,6,2,Somerst,RL,1Fam,1,1,1,264132
767,7,22,980,980,734,1714,4408,2,1,3,7,3,NWAmes,RL,1Fam,1,0,0,196500
768,6,68,983,983,767,1750,4483,3,0,3,7,4,Mitchel,RL,1Fam,0,0,0,160000
769,7,2,1860,1836,0,1836,5532,2,0,2,8,3,CollgCr,RL,1Fam,0,0,0,216837
770,8,7,1650,1690,1589,3279,8208,4,1,5,12,4,StoneBr,RL,1Fam,1,0,0,538000
771,5,27,858,858,0,858,2574,2,0,2,5,2,Sawyer,RL,1Fam,1,0,0,134900
772,4,55,836,1220,0,1220,3276,1,0,1,6,2,Edwards,RL,1Fam,1,0,0,102000
773,6,34,1029,1117,0,1117,3263,2,0,2,6,3,Edwards,RL,1Fam,1,0,0,107000
774,5,49,912,912,0,912,2736,1,0,1,5,2,NAmes,RL,1Fam,1,0,0,114500
775,8,1,1935,1973,0,1973,5881,2,0,2,9,3,NridgHt,RL,1Fam,1,0,1,395000
776,6,11,1204,1204,0,1204,3612,3,0,3,5,2,Mitchel,RM,TwnhsE,1,0,0,162000
777,7,1,1614,1614,0,1614,4842,2,0,2,7,3,CollgCr,RL,1Fam,0,0,1,221500
778,5,32,864,894,0,894,2652,2,0,2,5,3,Sawyer,RL,1Fam,1,0,0,142500
779,5,30,0,2020,0,2020,4040,2,0,2,10,4,SawyerW,RH,Duplex,1,0,0,144000
780,6,29,975,1004,0,1004,2983,2,0,2,4,2,Mitchel,RL,Duplex,1,0,0,135000
781,7,12,1237,1253,0,1253,3743,2,0,2,6,3,Gilbert,RL,1Fam,0,0,0,176000
782,6,14,761,810,793,1603,3967,2,1,3,7,3,SawyerW,RL,1Fam,1,0,0,175900
783,7,8,1413,1430,0,1430,4273,2,0,2,6,3,CollgCr,RL,1Fam,0,0,0,187100
784,5,31,1097,1110,0,1110,3317,2,0,2,4,1,Mitchel,RL,1Fam,1,0,0,165500
785,6,94,742,742,742,1484,3710,2,0,2,9,3,OldTown,RM,1Fam,0,0,0,128000
786,6,42,1372,1342,0,1342,4056,2,0,2,7,3,NWAmes,RL,1Fam,1,0,0,161500
787,5,95,686,966,686,1652,3990,3,0,3,7,4,OldTown,RM,1Fam,0,0,0,139000
788,7,6,956,956,1128,2084,5124,3,1,4,8,4,SawyerW,RL,1Fam,1,0,0,233000
789,4,54,901,901,0,901,2703,1,0,1,4,2,OldTown,RM,1Fam,0,0,0,107900
790,6,41,832,976,1111,2087,5006,2,1,3,9,5,ClearCr,RL,1Fam,0,0,0,187500
791,7,4,1145,1145,0,1145,3435,2,0,2,5,2,Blmngtn,RL,TwnhsE,0,0,0,160200
792,6,31,1029,1062,0,1062,3153,2,0,2,5,3,Mitchel,RL,1Fam,1,0,0,146800
793,7,11,1117,1127,886,2013,5143,3,1,4,8,3,NoRidge,RL,1Fam,0,0,0,269790
794,8,0,1496,1496,0,1496,4488,2,0,2,7,3,Somerst,RL,1Fam,1,1,1,225000
795,7,14,712,1086,809,1895,4502,2,1,3,7,3,Gilbert,RL,1Fam,0,0,0,194500
796,6,30,650,888,676,1564,3778,2,1,3,7,3,SawyerW,RL,1Fam,0,0,0,171000
797,6,30,660,1285,0,1285,3230,1,1,2,7,3,Sawyer,RL,1Fam,1,0,0,143500
798,5,55,773,773,0,773,2319,1,0,1,4,2,NAmes,RL,1Fam,1,0,0,110000
