OverallQual,TotalArea,GarageCars,PropertyAge,MSSubClass,MSZoning,Neighborhood,HasPorch,HasDeck,LotConfig,HouseStyle,SaleType,SaleCondition,SalePrice,TotalArea_scaled,PropertyAge_scaled,OverallQual_scaled,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSSubClass_120,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Neighborhood_High,Neighborhood_Low,Neighborhood_Mid,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_Normal,SaleCondition_Partial
7,2755,2,3,160,FV,Mid,1,0,FR2,2Story,WD,Normal,148800,0.22363909129875692,0.022058823529411763,0.6666666666666665,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8,4257,2,0,20,RL,High,0,1,Inside,1Story,New,Partial,392000,0.3845906558079725,0.0,0.7777777777777777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6,4086,2,2,120,RL,High,1,1,Corner,1Story,WD,Normal,194700,0.36626660951564505,0.014705882352941176,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,2544,2,4,120,RM,Mid,0,1,Inside,1Story,WD,Normal,141000,0.2010287183883412,0.029411764705882353,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
10,10000,3,13,60,RL,High,1,1,Corner,2Story,WD,Normal,755000,1.0,0.09558823529411764,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,6248,2,17,60,RL,High,1,1,Inside,2Story,WD,Normal,335000,0.5979425632233176,0.125,0.6666666666666665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,3219,1,85,30,RL,Low,1,0,Corner,1Story,WD,Abnorml,108480,0.2733604800685812,0.625,0.4444444444444445,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5,4005,2,73,50,RM,Low,0,1,Corner,1.5Fin,WD,Normal,141500,0.3575867981140163,0.5367647058823529,0.4444444444444445,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,3386,2,19,20,RL,High,0,1,Inside,1Story,WD,Normal,176000,0.2912558936990998,0.13970588235294118,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,1848,1,85,30,RM,Low,1,0,Inside,1Story,WD,Normal,89000,0.12644663523360478,0.625,0.4444444444444445,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,3276,1,54,20,RL,Low,0,0,Inside,1Story,WD,Normal,123500,0.27946849549935704,0.39705882352941174,0.4444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,2682,1,45,20,RL,Low,1,1,Inside,1Story,WD,Normal,138500,0.21581654522074578,0.33088235294117646,0.4444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,4173,2,4,120,FV,Mid,1,1,Inside,1Story,WD,Normal,196000,0.3755893699099871,0.029411764705882353,0.6666666666666665,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8,5400,3,4,20,RL,High,1,1,Inside,1Story,WD,Normal,312500,0.5070724389198458,0.029411764705882353,0.7777777777777777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,3492,2,37,20,RL,Mid,0,0,Inside,1Story,COD,Normal,140000,0.30261465923703385,0.27205882352941174,0.6666666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8,6386,3,0,60,RL,High,1,1,Inside,2Story,New,Partial,361919,0.6127303900557223,0.0,0.7777777777777777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5,3984,2,110,190,RM,Low,1,1,Inside,2Story,WD,Normal,140000,0.3553364766395199,0.8088235294117647,0.4444444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,4441,2,6,20,RL,Mid,1,0,Inside,1Story,WD,Normal,213000,0.4043077582511787,0.044117647058823525,0.6666666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4,2184,0,80,190,RM,Low,0,0,Inside,2Story,WD,Normal,55000,0.1624517788255465,0.5882352941176471,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,5291,2,36,20,RL,Mid,1,1,CulDSac,1Story,WD,Normal,302000,0.495392198885555,0.2647058823529412,0.6666666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8,3972,2,3,120,RL,High,1,1,Inside,1Story,WD,Normal,254000,0.3540505786540934,0.022058823529411763,0.7777777777777777,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,3640,2,0,60,RL,Mid,1,1,Inside,2Story,New,Partial,179540,0.31847406772396053,0.0,0.6666666666666665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5,2684,1,42,20,RL,Low,0,0,Inside,1Story,WD,Abnorml,109900,0.2160308615516502,0.3088235294117647,0.4444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3,1728,0,73,30,RL,Low,0,0,Inside,1Story,WD,Normal,52000,0.11358765537933989,0.5367647058823529,0.2222222222222222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4,3215,1,110,50,C (all),Low,1,1,Inside,1.5Fin,WD,Abnorml,102776,0.27293184740677234,0.8088235294117647,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
8,3684,2,20,120,RL,High,1,1,Inside,1Story,WD,Normal,189000,0.32318902700385765,0.14705882352941177,0.7777777777777777,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4,2880,2,36,190,RL,Low,1,0,Inside,1Story,WD,Normal,129000,0.23703386198028287,0.2647058823529412,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,3683,2,34,60,RL,Low,1,0,CulDSac,2Story,WD,Normal,130500,0.32308186883840545,0.25,0.5555555555555556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,3764,2,35,20,RL,Mid,0,0,Inside,1Story,WD,Normal,165000,0.3317616802400343,0.25735294117647056,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,5826,2,117,70,RM,Low,1,0,Inside,2Story,WD,Normal,159500,0.552721817402486,0.8602941176470588,0.6666666666666665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,3532,2,35,20,RL,Mid,0,1,Inside,1Story,WD,Normal,157000,0.30690098585512215,0.25735294117647056,0.4444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,6147,3,15,60,RL,High,1,1,Inside,2Story,WD,Normal,341000,0.5871195885126447,0.11029411764705882,0.6666666666666665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,2913,1,37,20,RL,Mid,0,0,Inside,1Story,WD,Normal,128500,0.2405700814402057,0.27205882352941174,0.4444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8,5226,2,21,120,RL,High,1,1,CulDSac,1Story,WD,Normal,275000,0.4884269181311615,0.15441176470588236,0.7777777777777777,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,2544,2,6,120,RM,Mid,0,1,Inside,1Story,WD,Normal,143000,0.2010287183883412,0.044117647058823525,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4,2592,2,39,20,RL,Low,0,0,Inside,1Story,WD,Normal,124500,0.20617231033004713,0.2867647058823529,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4,3881,1,54,50,RL,Low,1,0,Inside,1.5Fin,WD,Normal,135000,0.34429918559794254,0.39705882352941174,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9,5094,3,2,20,RL,Low,1,1,Inside,1Story,WD,Normal,320000,0.4742820402914702,0.014705882352941176,0.8888888888888888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4,2592,2,39,20,RL,Low,0,1,Inside,1Story,WD,Normal,120500,0.20617231033004713,0.2867647058823529,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,4240,2,21,20,RL,Mid,1,1,Corner,1Story,WD,Normal,222000,0.382768966995285,0.15441176470588236,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,3696,2,2,20,RL,Mid,0,1,Inside,1Story,WD,Normal,194500,0.32447492498928415,0.014705882352941176,0.6666666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,5136,3,51,90,RL,Low,1,0,Corner,1Story,COD,Abnorml,110000,0.47878268324046286,0.375,0.4444444444444445,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4,2836,2,84,30,RM,Low,1,0,Inside,1.5Fin,WD,Normal,103000,0.23231890270038574,0.6176470588235294,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8,4827,2,15,120,RL,High,1,1,Inside,1Story,WD,Normal,236500,0.4456708101157308,0.11029411764705882,0.7777777777777777,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,3160,2,4,80,RL,High,1,1,Corner,SLvl,WD,Normal,187500,0.267038148306901,0.029411764705882353,0.6666666666666665,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
7,5215,2,10,60,RL,Mid,1,1,Inside,2Story,WD,Normal,222500,0.48724817831118733,0.07352941176470588,0.6666666666666665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,3152,1,48,20,RL,Low,0,1,Corner,1Story,WD,Normal,131400,0.2661808829832833,0.3529411764705882,0.4444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,2844,1,39,20,RL,Low,0,1,Corner,1Story,WD,Abnorml,108000,0.23317616802400343,0.2867647058823529,0.4444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
7,4416,2,92,75,RM,Low,1,0,Inside,2.5Unf,WD,Normal,163000,0.4016288041148735,0.6764705882352942,0.6666666666666665,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3,2080,2,56,90,RL,Low,0,0,Inside,1Story,WD,Normal,93500,0.1513073296185169,0.4117647058823529,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8,4495,3,1,60,RL,Mid,1,0,CulDSac,2Story,WD,Normal,239900,0.4100942991855979,0.007352941176470588,0.7777777777777777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,3600,0,22,90,RL,Low,0,1,Inside,1Story,WD,Abnorml,179000,0.3141877411058722,0.16176470588235295,0.4444444444444445,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
7,4320,2,5,60,RL,Mid,1,1,Inside,2Story,WD,Normal,190000,0.39134162023146163,0.03676470588235294,0.6666666666666665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,3128,2,97,70,RM,Low,1,1,Inside,2Story,WD,Abnorml,132000,0.2636090870124303,0.7132352941176471,0.4444444444444445,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6,2736,1,47,20,RL,Low,0,1,Inside,1Story,WD,Normal,142000,0.221603086155165,0.34558823529411764,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,4047,2,7,20,RL,Mid,1,1,Inside,1Story,WD,Normal,179000,0.362087441063009,0.051470588235294115,0.6666666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,3448,2,46,80,RL,Low,1,1,Inside,SLvl,WD,Normal,175000,0.2978996999571367,0.3382352941176471,0.4444444444444445,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
8,4011,2,15,120,RL,High,1,1,Inside,1Story,WD,Normal,180000,0.3582297471067295,0.11029411764705882,0.7777777777777777,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8,6572,2,32,60,RL,Mid,1,0,Inside,2Story,WD,Normal,299800,0.6326618088298328,0.23529411764705882,0.7777777777777777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,5464,2,9,60,RL,Mid,1,1,Inside,2Story,WD,Normal,236000,0.513930561508787,0.0661764705882353,0.6666666666666665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,6520,4,129,70,RM,Low,1,1,Corner,2Story,WD,Normal,265979,0.6270895842263181,0.9485294117647058,0.6666666666666665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,5160,2,14,20,RL,High,1,1,Inside,1Story,WD,Normal,260400,0.48135447921131586,0.10294117647058823,0.6666666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4,3058,1,64,50,RL,Low,1,1,Inside,1.5Fin,WD,Normal,98000,0.2561080154307758,0.47058823529411764,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4,2856,0,100,50,RM,Low,1,0,Corner,1.5Fin,WD,Normal,96500,0.23446206600942987,0.7352941176470588,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,3300,2,4,60,RL,Mid,1,0,Inside,2Story,WD,Normal,162000,0.28204029147021,0.029411764705882353,0.6666666666666665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,4467,2,9,20,RL,Mid,1,1,Inside,1Story,WD,Normal,217000,0.4070938705529361,0.0661764705882353,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8,5226,3,1,60,RL,High,1,1,Inside,2Story,WD,Normal,275500,0.4884269181311615,0.007352941176470588,0.7777777777777777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,3078,2,40,20,RL,Low,1,1,Inside,1Story,WD,Normal,156000,0.25825117873981995,0.29411764705882354,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,3671,2,10,160,FV,Mid,1,0,Inside,2Story,WD,Normal,172500,0.32179597085297895,0.07352941176470588,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8,4402,2,2,60,RL,Mid,1,1,Inside,2Story,WD,Normal,212000,0.4001285897985426,0.014705882352941176,0.7777777777777777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,3444,2,32,60,RL,Low,0,1,CulDSac,2Story,WD,Abnorml,158900,0.29747106729532785,0.23529411764705882,0.5555555555555556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
7,3746,2,9,160,FV,Mid,0,0,Inside,2Story,WD,Normal,179400,0.32983283326189455,0.0661764705882353,0.6666666666666665,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8,6380,3,12,60,RL,High,1,1,Inside,2Story,WD,Normal,290000,0.612087441063009,0.08823529411764705,0.7777777777777777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,2592,1,50,20,RL,Low,0,0,Inside,1Story,WD,Normal,127500,0.20617231033004713,0.3676470588235294,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,3747,2,85,30,RM,Low,0,0,FR2,1Story,WD,Normal,100000,0.32993999142734676,0.625,0.4444444444444445,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,3850,2,1,60,FV,Mid,1,1,Inside,2Story,Con,Normal,215200,0.3409772824689241,0.007352941176470588,0.6666666666666665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8,5982,3,10,60,RL,High,1,0,Inside,2Story,WD,Normal,337000,0.5694384912130305,0.07352941176470588,0.7777777777777777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8,4482,2,11,120,RL,Mid,1,0,CulDSac,1Story,WD,Normal,270000,0.4087012430347192,0.08088235294117647,0.7777777777777777,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9,4510,2,0,20,RL,Mid,1,0,Inside,1Story,New,Partial,264132,0.41170167166738103,0.0,0.8888888888888888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7,4408,2,22,60,RL,Mid,1,1,Inside,2Story,WD,Normal,196500,0.4007715387912559,0.16176470588235295,0.6666666666666665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,4483,1,68,50,RL,Mid,1,1,Inside,1.5Fin,WD,Normal,160000,0.4088084012001714,0.5,0.5555555555555556,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,5532,2,2,20,RL,Mid,1,1,Inside,1Story,WD,Normal,216837,0.5212173167595371,0.014705882352941176,0.6666666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
