Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageCars,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePriceBand,HasPorch,Remodelled,PropertyAge,TotalBath,HasPool,HasDeck,TotalArea,IsNew,IsPartial
671,60,RL,64.0,8633,Reg,FR2,CollgCr,1Fam,2Story,6,5,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,GLQ,193,0,545,738,5,Y,738,738,1476,3,1,3,4,7,0,None,2,2,4,WD,Normal,173500,5,1,1,4,4,0,1,3690,0,0
672,70,RH,54.0,6629,Reg,Inside,Edwards,1Fam,2Story,6,6,Gambrel,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3,3,No,BLQ,551,0,121,672,3,N,697,672,1369,3,0,3,3,6,0,None,1,7,4,WD,Normal,103600,0,0,0,84,3,0,1,3410,0,0
673,20,RL,MasVnrArea,11250,IR1,Inside,Veenker,1Fam,1Story,6,6,Gable,Plywood,Plywood,None,0.0,4,3,CBlock,4,3,No,ALQ,767,0,441,1208,3,Y,1208,0,1208,2,1,3,3,6,1,3,2,6,1,WD,Normal,165000,5,1,1,29,3,0,1,3624,0,0
674,20,RL,110.0,14442,Reg,Inside,Crawfor,1Fam,1Story,6,7,Hip,CemntBd,CmentBd,BrkFace,106.0,3,3,PConc,3,3,No,GLQ,1186,0,291,1477,5,Y,1839,0,1839,3,0,3,4,7,2,3,2,6,2,WD,Normal,257500,8,1,0,50,3,0,0,5155,0,0
675,20,RL,80.0,9200,Reg,Inside,NAmes,1Fam,1Story,6,6,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,No,Rec,892,0,244,1136,3,Y,1136,0,1136,2,0,3,3,5,1,4,1,7,3,WD,Normal,140000,3,0,1,43,2,0,1,3408,0,0
676,160,RL,24.0,2289,Reg,Inside,NPkVill,Twnhs,2Story,6,6,Gable,Plywood,Brk Cmn,None,0.0,3,3,CBlock,3,3,No,ALQ,311,0,544,855,3,Y,855,586,1441,2,1,3,3,7,1,3,2,4,4,WD,Normal,148500,4,0,1,31,3,0,1,3737,0,0
677,70,RM,60.0,9600,Reg,Inside,OldTown,1Fam,2Story,4,2,Gable,AsbShng,Stucco,None,0.0,3,3,BrkTil,3,2,No,Unf,0,0,1095,1095,2,N,1095,679,1774,3,0,4,3,8,0,None,3,5,1,WD,Normal,87000,0,0,0,106,3,0,0,4643,0,0
678,30,RL,52.0,9022,Reg,Inside,OldTown,1Fam,1Story,5,8,Gable,VinylSd,VinylSd,None,0.0,4,3,BrkTil,3,3,No,Unf,0,0,768,768,5,Y,792,0,792,1,0,2,4,5,0,None,1,5,4,WD,Normal,109500,1,0,0,85,1,0,1,2352,0,0
679,20,RL,80.0,11844,IR1,Inside,StoneBr,1Fam,1Story,8,5,Hip,VinylSd,VinylSd,Stone,464.0,4,3,PConc,5,3,Mn,Unf,0,0,2046,2046,5,Y,2046,0,2046,2,1,3,4,7,1,4,3,7,4,New,Partial,372500,9,1,1,1,3,0,1,6138,0,1
680,20,RL,MasVnrArea,9945,IR1,Inside,Sawyer,1Fam,1Story,5,5,Hip,Wd Sdng,Wd Sdng,BrkFace,57.0,3,3,CBlock,3,3,No,Rec,827,0,161,988,3,Y,988,0,988,2,0,3,3,5,0,None,2,10,2,WD,Normal,128500,2,0,1,46,2,0,0,2964,0,0
681,120,RL,50.0,8012,Reg,Inside,SawyerW,TwnhsE,1Story,6,5,Gable,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,No,BLQ,543,119,261,923,3,Y,923,0,923,2,0,2,3,5,1,3,1,5,5,WD,Normal,143000,3,0,1,30,2,0,1,2769,0,0
682,50,RH,55.0,4500,IR2,Inside,SWISU,1Fam,1.5Fin,5,5,Gable,VinylSd,Stucco,None,0.0,3,3,BrkTil,3,3,No,Rec,182,0,611,793,5,Y,848,672,1520,1,0,3,3,6,0,None,1,7,4,WD,Abnorml,159434,4,0,0,77,1,0,0,3833,0,0
683,120,RL,MasVnrArea,2887,Reg,Inside,ClearCr,1Fam,1Story,6,5,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,4,3,Mn,GLQ,1003,0,288,1291,5,Y,1291,0,1291,2,0,2,4,6,1,4,2,11,3,WD,Normal,173000,5,0,0,12,2,0,1,3873,0,0
684,20,RL,90.0,11248,IR1,Corner,CollgCr,1Fam,1Story,9,5,Hip,VinylSd,VinylSd,Stone,215.0,4,3,PConc,4,3,Av,GLQ,1059,0,567,1626,5,Y,1668,0,1668,3,0,3,4,7,1,3,3,7,2,WD,Normal,285000,9,1,1,5,3,0,1,4962,0,0
685,60,RL,58.0,16770,IR2,CulDSac,NoRidge,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,BrkFace,30.0,4,3,PConc,4,3,No,Unf,0,0,1195,1195,4,Y,1195,644,1839,2,1,4,3,7,0,None,2,6,5,WD,Normal,221000,7,1,1,12,3,0,0,4873,0,0
686,160,RL,MasVnrArea,5062,IR1,CulDSac,StoneBr,TwnhsE,2Story,7,5,Gable,HdBoard,HdBoard,None,0.0,4,3,CBlock,4,3,Mn,GLQ,828,182,180,1190,4,Y,1190,900,2090,3,0,3,4,6,1,3,2,9,2,WD,Normal,207500,7,0,1,23,3,0,1,5370,0,0
687,60,FV,84.0,10207,Reg,Inside,Somerst,1Fam,2Story,7,6,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,Unf,0,0,874,874,5,Y,874,887,1761,3,0,3,4,7,0,None,2,8,2,New,Partial,227875,7,1,1,0,3,0,1,4396,1,1
688,160,FV,MasVnrArea,5105,IR2,FR2,Somerst,TwnhsE,2Story,7,5,Gable,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,No,GLQ,239,0,312,551,5,Y,551,551,1102,2,1,2,4,4,0,None,2,3,2,WD,Normal,148800,4,1,1,3,3,0,0,2755,0,0
689,20,RL,60.0,8089,Reg,Inside,StoneBr,1Fam,1Story,8,6,Gable,MetalSd,MetalSd,BrkFace,0.0,4,3,PConc,4,3,Av,GLQ,945,0,474,1419,5,Y,1419,0,1419,3,0,2,4,7,1,4,2,10,2,New,Partial,392000,9,0,1,0,3,0,1,4257,1,1
690,120,RL,61.0,7577,IR1,Corner,NridgHt,TwnhsE,1Story,6,5,Gable,VinylSd,VinylSd,Stone,256.0,4,3,PConc,4,3,Av,ALQ,20,0,1342,1362,5,Y,1362,0,1362,2,0,2,4,6,1,4,2,6,2,WD,Normal,194700,6,1,0,2,2,0,1,4086,0,0
691,120,RM,MasVnrArea,4426,Reg,Inside,CollgCr,TwnhsE,1Story,6,5,Gable,VinylSd,VinylSd,BrkFace,147.0,4,3,PConc,4,3,Gd,GLQ,697,0,151,848,5,Y,848,0,848,2,0,1,4,3,1,3,2,5,3,WD,Normal,141000,3,0,1,4,2,0,1,2544,0,0
692,60,RL,104.0,21535,IR1,Corner,NoRidge,1Fam,2Story,10,6,Gable,HdBoard,HdBoard,BrkFace,1170.0,5,3,PConc,5,3,Gd,GLQ,1455,0,989,2444,5,Y,2444,1872,4316,3,2,4,5,10,2,5,3,1,2,WD,Normal,755000,9,1,0,13,5,0,1,11076,0,0
693,60,RL,42.0,26178,IR1,Inside,Timber,1Fam,2Story,7,5,Hip,MetalSd,MetalSd,BrkFace,293.0,4,3,PConc,4,3,Gd,GLQ,965,0,245,1210,5,Y,1238,1281,2519,3,1,4,4,9,2,4,2,4,1,WD,Normal,335000,9,1,0,17,4,0,1,6248,0,0
694,30,RL,60.0,5400,Reg,Corner,OldTown,1Fam,1Story,5,6,Gable,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,No,Unf,0,0,1073,1073,5,Y,1073,0,1073,1,0,2,3,4,0,None,1,12,1,WD,Abnorml,108480,1,0,0,85,1,0,0,3219,0,0
695,50,RM,51.0,6120,Reg,Corner,BrkSide,1Fam,1.5Fin,5,6,Gable,Wd Sdng,Wd Sdng,None,0.0,3,2,BrkTil,3,3,No,Unf,0,0,927,927,3,Y,1067,472,1539,1,1,3,3,5,0,None,2,4,4,WD,Normal,141500,3,0,0,73,2,0,1,4005,0,0
696,20,RL,54.0,13811,IR1,Inside,Timber,1Fam,1Story,6,6,Gable,HdBoard,HdBoard,BrkFace,72.0,3,3,CBlock,4,4,No,GLQ,980,40,92,1112,4,Y,1137,0,1137,3,0,2,4,5,1,3,2,7,1,WD,Normal,176000,5,0,1,19,3,0,1,3386,0,0
697,30,RM,50.0,6000,Reg,Inside,BrkSide,1Fam,1Story,5,7,Gable,Wd Sdng,Wd Shng,None,0.0,3,3,CBlock,3,3,No,LwQ,616,0,0,616,4,Y,616,0,616,1,0,2,3,4,0,None,1,6,1,WD,Normal,89000,0,0,0,85,1,0,0,1848,0,0
698,20,RL,57.0,6420,IR1,Inside,Edwards,1Fam,1Story,5,7,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,5,4,Mn,LwQ,210,551,219,980,2,Y,1148,0,1148,1,1,2,3,6,0,None,1,9,1,WD,Normal,123500,1,0,1,54,2,0,0,3276,0,0
699,20,RL,65.0,8450,Reg,Inside,Sawyer,1Fam,1Story,5,8,Gable,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,No,GLQ,553,117,224,894,5,Y,894,0,894,2,0,3,3,5,1,4,1,4,5,WD,Normal,138500,3,1,0,45,2,0,1,2682,0,0
700,120,FV,59.0,4282,IR2,Inside,Somerst,TwnhsE,1Story,7,5,Gable,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,Mn,GLQ,16,0,1375,1391,5,Y,1391,0,1391,2,0,2,4,5,0,None,2,7,3,WD,Normal,196000,6,1,1,4,2,0,1,4173,0,0
701,20,RL,85.0,14331,Reg,Inside,Timber,1Fam,1Story,8,5,Hip,VinylSd,VinylSd,BrkFace,630.0,4,3,PConc,5,3,Gd,GLQ,1274,0,526,1800,5,Y,1800,0,1800,3,0,3,4,7,1,4,3,5,1,WD,Normal,312500,9,1,1,4,3,0,1,5400,0,0
702,20,RL,80.0,9600,Reg,Inside,NWAmes,1Fam,1Story,7,5,Hip,HdBoard,HdBoard,BrkFace,168.0,3,3,CBlock,3,3,No,Unf,0,0,1164,1164,3,Y,1164,0,1164,1,1,3,3,6,0,None,2,7,1,COD,Normal,140000,3,0,1,37,2,0,0,3492,0,0
703,60,RL,82.0,12438,IR1,Inside,StoneBr,1Fam,2Story,8,5,Hip,VinylSd,VinylSd,BrkFace,466.0,5,3,PConc,5,4,No,Unf,0,0,1234,1234,5,Y,1264,1312,2576,2,1,4,5,10,1,4,3,7,1,New,Partial,361919,9,1,1,0,3,0,1,6386,1,1
704,190,RM,76.0,7630,Reg,Inside,OldTown,2fmCon,2Story,5,9,Gable,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,3,No,Unf,0,0,360,360,4,Y,1032,780,1812,2,0,4,4,8,1,1,2,5,5,WD,Normal,140000,3,0,0,110,2,0,1,3984,0,0
705,20,RL,70.0,8400,Reg,Inside,CollgCr,1Fam,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,109.0,4,3,PConc,4,3,Av,GLQ,712,0,761,1473,5,Y,1484,0,1484,3,0,3,4,7,0,None,2,5,5,WD,Normal,213000,7,1,0,6,3,0,0,4441,0,0
706,190,RM,70.0,5600,Reg,Inside,IDOTRR,2fmCon,2Story,4,5,Hip,VinylSd,Wd Shng,None,0.0,2,2,Slab,None,None,None,None,0,0,0,0,2,N,372,720,1092,2,0,3,2,7,0,None,0,7,5,WD,Normal,55000,0,0,0,80,2,0,0,2184,0,0
707,20,RL,MasVnrArea,115149,IR2,CulDSac,ClearCr,1Fam,1Story,7,5,Gable,Plywood,Plywood,Stone,351.0,3,3,CBlock,4,3,Gd,GLQ,1219,0,424,1643,3,Y,1824,0,1824,3,0,2,4,5,2,3,2,6,2,WD,Normal,302000,9,1,0,36,3,0,1,5291,0,0
708,120,RL,48.0,6240,Reg,Inside,NridgHt,TwnhsE,1Story,8,5,Hip,MetalSd,MetalSd,BrkFace,176.0,4,3,PConc,4,3,No,GLQ,863,0,461,1324,5,Y,1324,0,1324,3,0,2,4,6,1,4,2,12,4,WD,Normal,254000,8,1,1,3,3,0,1,3972,0,0
709,60,RL,65.0,9018,IR1,Inside,Gilbert,1Fam,2Story,7,5,Hip,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,Av,Unf,0,0,728,728,5,Y,728,728,1456,2,1,3,4,8,1,4,2,7,2,New,Partial,179540,6,1,1,0,3,0,1,3640,1,1
710,20,RL,MasVnrArea,7162,IR1,Inside,Sawyer,1Fam,1Story,5,7,Gable,HdBoard,HdBoard,BrkCmn,41.0,3,3,PConc,3,3,No,Unf,0,0,876,876,3,Y,904,0,904,1,0,3,3,6,0,None,1,12,3,WD,Abnorml,109900,1,0,1,42,1,0,0,2684,0,0
711,30,RL,56.0,4130,IR1,Inside,BrkSide,1Fam,1Story,3,6,Gable,VinylSd,VinylSd,None,0.0,4,3,CBlock,3,3,No,Unf,0,0,270,270,4,Y,729,0,729,1,0,2,3,5,0,None,0,7,3,WD,Normal,52000,0,0,0,73,1,0,0,1728,0,0
712,50,C (all),66.0,8712,Reg,Inside,IDOTRR,1Fam,1.5Fin,4,7,Gable,MetalSd,MetalSd,None,0.0,3,3,Stone,3,3,Mn,Unf,0,0,859,859,4,Y,859,319,1178,1,0,2,3,7,0,None,1,1,5,WD,Abnorml,102776,0,0,0,110,1,0,1,3215,0,0
713,120,RL,40.0,4671,IR1,Inside,StoneBr,TwnhsE,1Story,8,5,Gable,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,Mn,GLQ,767,0,461,1228,4,Y,1228,0,1228,3,0,2,4,5,1,4,2,10,3,WD,Normal,189000,6,1,0,20,3,0,1,3684,0,0
714,190,RL,60.0,9873,Reg,Inside,BrkSide,2fmCon,1Story,4,5,Gable,HdBoard,HdBoard,BrkFace,160.0,3,3,CBlock,3,3,Av,ALQ,789,0,171,960,3,N,960,0,960,2,0,3,3,6,0,None,2,5,1,WD,Normal,129000,2,1,1,36,2,0,0,2880,0,0
715,60,RL,MasVnrArea,13517,IR1,CulDSac,Sawyer,1Fam,2Story,6,8,Gable,HdBoard,Plywood,BrkFace,289.0,4,3,CBlock,3,3,No,GLQ,533,0,192,725,5,Y,725,754,1479,2,1,3,4,6,0,None,2,3,5,WD,Normal,130500,2,1,0,34,3,0,0,3683,0,0
716,20,RL,78.0,10140,Reg,Inside,NWAmes,1Fam,1Story,6,5,Hip,HdBoard,HdBoard,BrkFace,174.0,3,3,CBlock,4,3,No,Unf,0,0,1064,1064,3,Y,1350,0,1350,2,0,3,3,7,1,3,2,8,4,WD,Normal,165000,5,0,1,35,2,0,0,3764,0,0
717,70,RM,60.0,10800,Reg,Inside,OldTown,1Fam,2Story,7,8,Gable,Wd Sdng,VinylSd,None,0.0,3,4,BrkTil,3,3,No,Unf,0,0,718,718,5,Y,1576,978,2554,1,1,3,3,8,0,None,2,7,2,WD,Normal,159500,4,1,0,117,2,0,0,5826,0,0
718,20,RL,80.0,10000,Reg,Inside,NWAmes,1Fam,1Story,5,6,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,No,BLQ,1084,0,92,1176,4,Y,1178,0,1178,1,2,3,4,5,1,2,2,11,3,WD,Normal,157000,4,0,0,35,3,0,1,3532,0,0
719,60,RL,96.0,10542,Reg,Inside,NoRidge,1Fam,2Story,7,5,Hip,Wd Sdng,ImStucc,BrkFace,651.0,4,3,PConc,4,3,Gd,GLQ,1173,0,138,1311,5,Y,1325,1093,2418,3,1,3,4,9,1,3,3,8,3,WD,Normal,341000,9,1,0,15,4,0,1,6147,0,0
720,20,RL,69.0,9920,IR1,Inside,CollgCr,1Fam,1Story,5,6,Gable,HdBoard,Plywood,None,0.0,3,3,CBlock,4,3,Gd,ALQ,523,0,448,971,3,Y,971,0,971,1,1,3,3,5,1,1,1,5,1,WD,Normal,128500,2,0,1,37,2,0,0,2913,0,0
721,120,RL,MasVnrArea,6563,IR1,CulDSac,StoneBr,1Fam,1Story,8,5,Gable,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,Gd,GLQ,1148,0,594,1742,3,Y,1742,0,1742,3,0,2,4,5,1,3,2,12,1,WD,Normal,275000,8,1,1,21,3,0,1,5226,0,0
722,120,RM,MasVnrArea,4426,Reg,Inside,CollgCr,TwnhsE,1Story,6,5,Gable,VinylSd,VinylSd,BrkFace,169.0,4,3,PConc,4,3,Av,GLQ,662,0,186,848,5,Y,848,0,848,2,0,1,4,3,0,None,2,5,5,WD,Normal,143000,3,0,1,6,2,0,1,2544,0,0
723,20,RL,70.0,8120,Reg,Inside,NAmes,1Fam,1Story,4,7,Gable,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,No,ALQ,191,0,673,864,5,Y,864,0,864,1,0,3,3,5,0,None,2,7,4,WD,Normal,124500,2,0,1,39,1,0,0,2592,0,0
724,50,RL,60.0,8172,Reg,Inside,Edwards,1Fam,1.5Fin,4,6,Gable,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,No,Unf,0,0,941,941,5,Y,997,473,1470,2,0,4,3,7,0,None,1,5,3,WD,Normal,135000,2,0,0,54,2,0,0,3881,0,0
725,20,RL,86.0,13286,IR1,Inside,Edwards,1Fam,1Story,9,5,Hip,CemntBd,CmentBd,Stone,340.0,5,3,PConc,5,3,No,GLQ,1234,0,464,1698,5,Y,1698,0,1698,3,0,3,5,8,1,4,3,2,4,WD,Normal,320000,9,1,0,2,3,0,1,5094,0,0
726,20,RL,60.0,6960,Reg,Inside,NAmes,1Fam,1Story,4,6,Gable,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,No,ALQ,375,239,250,864,3,Y,864,0,864,1,0,3,4,5,0,None,2,11,4,WD,Normal,120500,1,0,1,39,1,0,1,2592,0,0
727,20,RL,MasVnrArea,21695,IR1,Corner,Crawfor,1Fam,1Story,6,9,Hip,Wd Sdng,Plywood,BrkFace,260.0,4,4,CBlock,4,3,No,GLQ,808,0,72,880,5,Y,1680,0,1680,3,0,3,4,5,1,4,2,12,4,WD,Normal,222000,7,1,0,21,3,0,1,4240,0,0
728,20,RL,64.0,7314,Reg,Inside,CollgCr,1Fam,1Story,7,5,Gable,VinylSd,VinylSd,Stone,82.0,4,3,PConc,4,3,Av,GLQ,724,0,508,1232,5,Y,1232,0,1232,3,0,2,4,6,0,None,2,2,4,WD,Normal,194500,6,0,1,2,3,0,1,3696,0,0
729,90,RL,85.0,11475,Reg,Corner,NAmes,Duplex,1Story,5,5,Gable,VinylSd,VinylSd,BrkFace,95.0,3,3,CBlock,3,3,No,Unf,0,0,1584,1584,3,Y,1776,0,1776,3,0,4,3,9,0,None,3,7,4,COD,Abnorml,110000,1,1,1,51,3,0,0,5136,0,0
730,30,RM,52.0,6240,Reg,Inside,IDOTRR,1Fam,1.5Fin,4,5,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,BLQ,152,0,628,780,3,Y,848,0,1208,1,0,2,3,5,0,None,2,1,4,WD,Normal,103000,0,1,0,84,1,0,0,2836,0,0
731,120,RL,39.0,5389,IR1,Inside,StoneBr,TwnhsE,1Story,8,5,Gable,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,No,GLQ,1180,0,415,1595,5,Y,1616,0,1616,3,0,2,4,5,1,3,2,3,5,WD,Normal,236500,8,1,0,15,3,0,1,4827,0,0
732,80,RL,73.0,9590,IR1,Corner,Timber,1Fam,SLvl,7,5,Gable,VinylSd,VinylSd,BrkFace,442.0,4,3,PConc,5,3,Av,GLQ,786,0,82,868,5,Y,1146,0,1146,3,0,3,4,6,1,4,2,5,2,WD,Normal,187500,6,1,1,4,3,0,1,3160,0,0
733,60,RL,75.0,11404,IR1,Inside,CollgCr,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,BrkFace,202.0,4,3,PConc,4,3,Av,ALQ,252,0,901,1153,5,Y,1153,878,2031,2,1,3,4,8,1,3,2,7,3,WD,Normal,222500,7,1,0,10,3,0,1,5215,0,0
734,20,RL,80.0,10000,Reg,Corner,Sawyer,1Fam,1Story,5,6,Hip,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,No,BLQ,594,0,270,864,5,Y,1144,0,1144,2,0,3,3,6,1,3,1,3,4,WD,Normal,131400,2,0,0,48,2,0,1,3152,0,0
735,20,RL,MasVnrArea,8978,IR1,Corner,Sawyer,1Fam,1Story,5,5,Gable,Plywood,Plywood,None,0.0,3,3,PConc,3,3,No,Unf,0,0,948,948,3,Y,948,0,948,1,0,3,3,6,0,None,1,5,2,WD,Family,108000,1,0,1,39,1,0,1,2844,0,0
736,75,RM,60.0,10800,Reg,Inside,OldTown,1Fam,2.5Unf,7,7,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,Mn,Rec,390,0,490,880,2,N,880,888,1768,1,1,2,3,6,2,3,2,10,1,WD,Normal,163000,4,1,0,92,2,0,0,4416,0,0
737,90,RL,60.0,8544,Reg,Inside,NAmes,Duplex,1Story,3,4,Gable,Stucco,Stone,None,0.0,3,3,CBlock,None,None,None,None,0,0,0,0,4,N,1040,0,1040,2,0,2,3,6,0,None,2,7,1,WD,Normal,93500,0,0,1,56,2,0,0,2080,0,0
738,60,RL,72.0,10463,IR1,CulDSac,Gilbert,1Fam,2Story,8,5,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,Unf,0,0,893,893,5,Y,901,900,1801,2,1,3,4,8,1,4,3,6,1,WD,Normal,239900,8,1,1,1,3,0,0,4495,0,0
739,90,RL,60.0,10800,Reg,Inside,Edwards,Duplex,1Story,5,5,Gable,Plywood,Plywood,None,0.0,3,3,CBlock,4,4,Gd,GLQ,1200,0,0,1200,3,Y,1200,0,1200,6,0,3,3,5,0,None,0,3,4,WD,Alloca,179000,5,0,0,22,6,0,1,3600,0,0
740,60,RL,65.0,9313,IR1,Inside,CollgCr,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,Unf,0,0,864,864,5,Y,864,864,1728,2,1,3,4,7,0,None,2,4,4,WD,Normal,190000,6,1,1,5,3,0,1,4320,0,0
741,70,RM,60.0,9600,Reg,Inside,OldTown,1Fam,2Story,5,7,Gable,Wd Sdng,Wd Shng,None,0.0,3,4,BrkTil,2,2,No,Unf,0,0,264,264,5,Y,768,664,1432,2,0,2,3,7,0,None,2,5,2,WD,Abnorml,132000,2,0,0,97,2,0,1,3128,0,0
742,20,RL,65.0,6768,IR1,Inside,Sawyer,1Fam,1Story,6,8,Hip,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,3,Mn,GLQ,832,0,80,912,4,Y,912,0,912,2,1,3,4,5,0,None,1,5,3,WD,Normal,142000,3,0,0,47,3,0,1,2736,0,0
743,20,RL,65.0,8450,Reg,Inside,SawyerW,1Fam,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,108.0,3,3,PConc,4,3,No,Unf,0,0,1349,1349,5,Y,1349,0,1349,2,0,3,3,6,0,None,2,12,2,WD,Normal,179000,5,1,0,7,2,0,1,4047,0,0
744,80,RL,70.0,12886,IR1,Inside,Sawyer,1Fam,SLvl,5,6,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,Av,ALQ,444,0,76,520,5,Y,1464,0,1464,2,1,3,3,6,1,3,2,10,4,WD,Normal,175000,5,0,0,46,3,0,1,3448,0,0
745,120,RL,41.0,5395,IR1,Inside,StoneBr,TwnhsE,1Story,8,5,Gable,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,No,GLQ,733,0,604,1337,4,Y,1337,0,1337,3,0,2,4,5,1,3,2,10,3,WD,Normal,180000,6,0,1,15,3,0,1,4011,0,0
746,60,RL,MasVnrArea,8963,IR1,Inside,NWAmes,1Fam,2Story,8,9,Hip,VinylSd,VinylSd,BrkFace,289.0,5,4,CBlock,3,4,No,GLQ,575,80,487,1142,5,Y,1175,1540,2715,3,2,4,4,11,2,3,2,7,3,WD,Normal,299800,9,1,0,32,5,0,0,6572,0,0
747,60,RL,MasVnrArea,8795,IR1,Inside,Gilbert,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,GLQ,300,0,652,952,5,Y,980,1276,2256,2,1,4,4,8,1,3,2,4,4,WD,Normal,236000,8,1,1,9,3,0,1,5464,0,0
748,70,RM,65.0,11700,IR1,Corner,OldTown,1Fam,2Story,7,7,Mansard,Stucco,Stucco,None,0.0,4,3,Stone,3,2,No,Unf,0,0,1240,1240,3,N,1320,1320,2640,1,1,4,4,8,1,4,4,5,4,WD,Normal,265979,8,0,0,129,2,0,1,6520,0,0
749,20,RL,59.0,10593,IR1,Inside,NoRidge,1Fam,1Story,7,5,Hip,VinylSd,VinylSd,BrkFace,338.0,4,3,PConc,4,3,No,GLQ,919,0,801,1720,5,Y,1720,0,1720,3,0,3,4,7,1,3,2,3,5,WD,Normal,260400,8,1,1,14,3,0,1,5160,0,0
750,50,RL,50.0,8405,Reg,Inside,Edwards,1Fam,1.5Fin,4,3,Gable,WdShing,Wd Shng,None,0.0,3,3,Slab,None,None,None,None,0,0,0,0,3,N,1088,441,1529,2,0,4,3,9,0,None,1,4,4,WD,Normal,98000,0,0,0,64,2,0,1,3058,0,0
751,50,RM,55.0,8800,Reg,Corner,OldTown,1Fam,1.5Fin,4,7,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,2,No,Unf,0,0,576,576,4,Y,792,348,1140,1,0,3,3,7,0,None,0,6,5,WD,Normal,96500,0,1,0,100,1,0,0,2856,0,0
752,60,RL,MasVnrArea,7750,Reg,Inside,Gilbert,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,Unf,0,0,660,660,5,Y,660,660,1320,2,1,3,4,6,0,None,2,8,2,WD,Normal,162000,4,1,1,4,3,0,0,3300,0,0
753,20,RL,79.0,9236,IR1,Inside,CollgCr,1Fam,1Story,6,5,Gable,VinylSd,VinylSd,None,0.0,3,4,PConc,4,3,Gd,GLQ,1200,0,279,1479,5,Y,1494,0,1494,3,0,3,4,6,0,None,2,7,1,WD,Normal,217000,7,1,1,9,3,0,1,4467,0,0
754,60,RL,80.0,10240,Reg,Inside,NridgHt,1Fam,2Story,8,5,Gable,VinylSd,VinylSd,BrkFace,178.0,4,3,PConc,4,3,Mn,Unf,0,0,1030,1030,4,Y,1038,1060,2098,2,1,3,5,8,1,4,3,3,1,WD,Normal,275500,8,1,1,1,3,0,1,5226,0,0
755,20,RL,61.0,7930,Reg,Inside,NAmes,1Fam,1Story,6,8,Gable,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,No,GLQ,439,472,115,1026,4,Y,1026,0,1026,2,0,3,4,5,0,None,2,7,4,WD,Normal,156000,4,1,0,40,2,0,1,3078,0,0
756,160,FV,34.0,3230,Reg,Inside,Somerst,TwnhsE,2Story,6,5,Gable,MetalSd,MetalSd,BrkFace,894.0,3,3,PConc,4,3,No,GLQ,381,0,348,729,4,Y,742,729,1471,2,1,3,3,6,0,None,2,3,4,WD,Normal,172500,5,1,1,10,3,0,0,3671,0,0
